original_image_id,source_file,output_file,assigned_condition,distortion,severity,parameters,seed
274039,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000274039.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000274039.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 3281.521884780908, 'psnr': 12.970050559141903}",42
275190,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000275190.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000275190.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 844.905991644679, 'psnr': 18.862719709492325}",42
275304,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000275304.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000275304.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 117.00013926666966, 'severity': 'severe', 'mse': 1004.1468680245536, 'psnr': 18.112831228519035}",42
275432,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000275432.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000275432.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 3885.4799641927084, 'psnr': 12.23635687042312}",42
275502,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000275502.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000275502.jpg,clean,,,{'condition': 'clean'},42
276062,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000276062.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000276062.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 5503.485232204861, 'psnr': 10.724425554202393}",42
276542,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000276542.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000276542.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 12.646665581597222, 'psnr': 37.11104326296897}",42
277383,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000277383.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000277383.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 98.62860230774167, 'severity': 'mild', 'mse': 151.05578507462687, 'psnr': 26.339429985020587}",42
279895,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000279895.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000279895.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 112.1180808762861, 'severity': 'medium', 'mse': 275.8686304644809, 'psnr': 23.72378042015147}",42
280008,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000280008.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000280008.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 349.37963363363366, 'psnr': 22.697827757857514}",42
282803,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000282803.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000282803.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 914.229454760467, 'psnr': 18.520251515345212}",42
284749,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000284749.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000284749.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 520.5287507318501, 'psnr': 20.96635638665246}",42
284964,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000284964.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000284964.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 376.85601182998323, 'psnr': 22.36904913082412}",42
285285,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000285285.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000285285.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 463.5113309085511, 'psnr': 21.470200055785273}",42
285462,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000285462.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000285462.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 896.1276638454862, 'psnr': 18.607104764801775}",42
285570,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000285570.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000285570.jpg,clean,,,{'condition': 'clean'},42
286137,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000286137.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000286137.jpg,clean,,,{'condition': 'clean'},42
286611,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000286611.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000286611.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 5688.291297743055, 'psnr': 10.580985323299071}",42
286711,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000286711.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000286711.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2661.290492209632, 'psnr': 13.879880784705993}",42
288204,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000288204.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000288204.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 3373.935954861111, 'psnr': 12.84943526454283}",42
288403,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000288403.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000288403.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2348.7947673259573, 'psnr': 14.422352901574762}",42
288548,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000288548.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000288548.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 3608.5783768583724, 'psnr': 12.557442184317226}",42
289147,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000289147.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000289147.jpg,clean,,,{'condition': 'clean'},42
289474,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000289474.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000289474.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 83.40676953791056, 'severity': 'mild', 'mse': 158.62899631076388, 'psnr': 26.126977845273206}",42
291370,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000291370.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000291370.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 58.92355005580709, 'severity': 'severe', 'mse': 1013.092566943675, 'psnr': 18.074312319181153}",42
292444,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000292444.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000292444.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 3270.018330078125, 'psnr': 12.98530173764361}",42
292549,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000292549.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000292549.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 78.96366531452955, 'severity': 'mild', 'mse': 66.17445477166277, 'psnr': 29.923899891436175}",42
292554,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000292554.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000292554.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 673.4017515612802, 'psnr': 19.84806119186483}",42
293802,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000293802.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000293802.jpg,clean,,,{'condition': 'clean'},42
294124,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000294124.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000294124.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 631.7986805555555, 'psnr': 20.125016462757344}",42
294397,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000294397.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000294397.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2987.717484743266, 'psnr': 13.377408321883422}",42
295082,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000295082.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000295082.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 984.8926560599149, 'psnr': 18.196914617624408}",42
295399,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000295399.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000295399.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2347.1851992433176, 'psnr': 14.425330029113159}",42
295499,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000295499.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000295499.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 11.153628514198111, 'severity': 'medium', 'mse': 1465.1791450153964, 'psnr': 16.471896324678085}",42
297522,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000297522.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000297522.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 564.6748178432642, 'psnr': 20.61281940433262}",42
297645,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000297645.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000297645.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 7.468359014166679, 'severity': 'severe', 'mse': 711.2150021701389, 'psnr': 19.610794519229202}",42
297811,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000297811.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000297811.jpg,jpeg_medium,jpeg,medium,"{'distortion': 'jpeg', 'quality': 20, 'severity': 'medium', 'mse': 174.80862553794992, 'psnr': 25.705175027576608}",42
298458,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000298458.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000298458.jpg,clean,,,{'condition': 'clean'},42
299394,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000299394.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000299394.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 111.70904622395834, 'psnr': 27.64992017062343}",42
299623,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000299623.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000299623.jpg,clean,,,{'condition': 'clean'},42
299786,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000299786.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000299786.jpg,clean,,,{'condition': 'clean'},42
300855,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000300855.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000300855.jpg,clean,,,{'condition': 'clean'},42
301110,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000301110.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000301110.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2691.022675811815, 'psnr': 13.831630035209333}",42
301134,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000301134.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000301134.jpg,clean,,,{'condition': 'clean'},42
301257,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000301257.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000301257.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 776.3325680522798, 'psnr': 19.230325551647457}",42
301855,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000301855.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000301855.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 86.80866488888888, 'psnr': 28.74517284013825}",42
301971,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000301971.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000301971.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 126.44680458430459, 'psnr': 27.11172502030813}",42
302078,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000302078.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000302078.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 137.30833375351017, 'severity': 'medium', 'mse': 1161.1510693705675, 'psnr': 17.481916343886855}",42
302213,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000302213.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000302213.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 55.70865035142516, 'severity': 'severe', 'mse': 1152.4949685329861, 'psnr': 17.514413228089403}",42
302498,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000302498.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000302498.jpg,clean,,,{'condition': 'clean'},42
302569,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000302569.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000302569.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 148.38320529513888, 'psnr': 26.416956126230602}",42
303897,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000303897.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000303897.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 810.6028524904215, 'psnr': 19.042722331885255}",42
303991,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000303991.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000303991.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 1130.3349446233412, 'psnr': 17.59873206723205}",42
304963,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000304963.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000304963.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 295.52883733333334, 'psnr': 23.424804956720013}",42
306353,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000306353.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000306353.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 3167.7708823005696, 'psnr': 13.123265983516388}",42
307238,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000307238.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000307238.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 96.3210652713162, 'severity': 'severe', 'mse': 650.9565988485558, 'psnr': 19.99528326998522}",42
308470,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000308470.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000308470.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 707.860517578125, 'psnr': 19.631326715594707}",42
309319,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000309319.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000309319.jpg,clean,,,{'condition': 'clean'},42
309771,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000309771.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000309771.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 411.65306966145835, 'psnr': 21.985490026117787}",42
310008,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000310008.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000310008.jpg,clean,,,{'condition': 'clean'},42
310338,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000310338.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000310338.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 397.32521312260536, 'psnr': 22.139342358513435}",42
312015,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000312015.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000312015.jpg,clean,,,{'condition': 'clean'},42
312937,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000312937.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000312937.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 586.0850481927711, 'psnr': 20.451197187734472}",42
313955,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000313955.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000313955.jpg,clean,,,{'condition': 'clean'},42
314390,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000314390.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000314390.jpg,clean,,,{'condition': 'clean'},42
314667,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000314667.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000314667.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 153.14047268716192, 'severity': 'mild', 'mse': 307.4889365708138, 'psnr': 23.252508663586973}",42
314949,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000314949.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000314949.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 6123.62399980484, 'psnr': 10.26071844390859}",42
315173,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000315173.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000315173.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2068.8172214673914, 'psnr': 14.973582381164288}",42
315352,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000315352.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000315352.jpg,clean,,,{'condition': 'clean'},42
315462,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000315462.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000315462.jpg,clean,,,{'condition': 'clean'},42
315476,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000315476.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000315476.jpg,jpeg_medium,jpeg,medium,"{'distortion': 'jpeg', 'quality': 20, 'severity': 'medium', 'mse': 165.2982888888889, 'psnr': 25.948120029405025}",42
